date_time,global_active_power,fridge_w,fan_w,lights_w,tv_w,computer_w,ac_w
2025-01-01 23:04:00,323.38,144.7,12.85,40.75,40.07,15.01,18.85
2025-01-01 23:05:00,314.2,142.92,5.0,28.59,39.98,0.15,35.71
2025-01-01 23:06:00,304.79,146.93,9.62,22.79,38.96,23.39,0.0
2025-01-01 23:07:00,295.24,147.97,11.72,29.48,49.05,0.77,0.0
2025-01-01 23:08:00,246.65,141.86,9.18,23.49,39.94,0.0,0.0
2025-01-01 23:09:00,320.16,138.71,5.0,35.76,44.78,1.48,37.89
2025-01-01 23:10:00,292.85,143.57,6.78,23.62,41.89,0.0,0.0
2025-01-01 23:11:00,299.42,139.02,6.85,32.24,40.05,9.22,34.19
2025-01-01 23:12:00,302.61,149.78,18.84,25.82,47.99,0.0,8.95
2025-01-01 23:13:00,321.12,142.27,5.0,42.89,39.54,3.21,8.56
2025-01-01 23:14:00,253.38,140.27,6.87,31.99,33.11,0.0,35.22
2025-01-01 23:15:00,302.7,142.47,9.11,36.26,33.77,10.33,29.82
2025-01-01 23:16:00,292.42,136.34,8.12,41.75,46.99,0.0,9.85
2025-01-01 23:17:00,289.59,137.84,5.0,23.68,42.09,13.74,3.91
2025-01-01 23:18:00,266.48,146.53,5.0,19.93,36.72,9.38,0.0
2025-01-01 23:19:00,303.94,139.1,14.95,38.25,46.37,0.0,21.57
2025-01-01 23:20:00,293.79,137.54,6.66,40.2,50.79,6.88,0.0
2025-01-01 23:21:00,309.86,143.87,10.83,44.12,41.94,4.72,27.61
2025-01-01 23:22:00,289.41,146.47,9.94,30.1,35.23,0.0,43.82
2025-01-01 23:23:00,274.54,144.6,5.0,17.29,46.75,0.0,0.0
2025-01-01 23:24:00,286.58,145.71,10.12,34.91,38.04,0.0,3.19
2025-01-01 23:25:00,256.45,138.7,13.71,29.86,40.36,0.0,0.0
2025-01-01 23:26:00,289.59,136.04,7.75,36.14,35.44,7.37,0.0
2025-01-01 23:27:00,269.57,147.73,5.0,29.87,45.34,10.49,0.0
2025-01-01 23:28:00,242.06,140.44,5.0,35.52,39.08,7.76,0.85
2025-01-01 23:29:00,323.84,140.72,5.0,36.94,46.33,3.95,0.0
2025-01-01 23:30:00,299.83,147.04,11.69,27.15,53.55,4.58,3.01
2025-01-01 23:31:00,299.0,143.95,5.0,33.65,32.16,1.14,14.26
2025-01-01 23:32:00,242.99,143.55,5.0,14.88,36.02,0.0,0.0
2025-01-01 23:33:00,260.23,150.39,8.71,32.45,37.3,0.0,0.0
2025-01-01 23:34:00,325.85,139.15,11.26,30.54,44.31,5.59,21.16
2025-01-01 23:35:00,304.6,145.44,5.0,21.92,38.74,14.49,7.69
2025-01-01 23:36:00,269.32,141.96,8.38,31.02,36.39,1.82,12.5
2025-01-01 23:37:00,286.58,142.8,15.97,33.28,41.67,0.0,0.0
2025-01-01 23:38:00,323.77,147.84,5.0,32.06,56.86,1.4,17.03
2025-01-01 23:39:00,271.58,143.76,7.22,25.32,39.14,5.06,0.0
2025-01-01 23:40:00,300.2,143.88,8.43,36.13,47.59,0.0,30.51
2025-01-01 23:41:00,251.65,146.02,11.52,21.75,35.33,0.0,8.82
2025-01-01 23:42:00,302.52,140.27,8.26,31.38,46.97,3.49,0.0
2025-01-01 23:43:00,257.92,138.37,5.0,32.75,35.1,5.49,13.96
2025-01-01 23:44:00,279.29,137.55,8.45,35.2,38.57,16.09,0.0
2025-01-01 23:45:00,309.95,133.86,10.08,28.45,52.87,0.0,21.66
2025-01-01 23:46:00,256.6,149.95,6.59,32.67,39.4,0.0,0.0
2025-01-01 23:47:00,328.24,137.31,5.0,28.79,40.27,10.6,29.31
2025-01-01 23:48:00,290.31,140.84,12.12,28.78,36.93,1.62,0.0
2025-01-01 23:49:00,241.28,140.62,10.83,33.3,21.45,0.0,0.0
2025-01-01 23:50:00,269.62,142.96,5.0,28.56,50.66,0.0,0.0
2025-01-01 23:51:00,262.65,144.99,8.93,29.7,40.92,4.73,30.4
2025-01-01 23:52:00,281.61,145.17,14.9,31.5,40.7,0.0,0.0
2025-01-01 23:53:00,272.83,139.4,8.06,21.52,60.27,0.0,0.0
2025-01-01 23:54:00,281.53,141.06,5.0,33.23,32.85,0.0,0.0
2025-01-01 23:55:00,282.48,142.86,18.46,21.94,43.18,2.78,16.42
2025-01-01 23:56:00,311.59,140.73,13.92,22.95,46.54,0.0,55.97
2025-01-01 23:57:00,266.41,148.16,5.0,26.91,38.76,8.46,10.46
2025-01-01 23:58:00,312.42,143.69,14.86,24.25,41.35,0.0,7.05
2025-01-01 23:59:00,253.65,144.67,5.0,26.55,43.61,0.49,5.8
2025-01-02 00:00:00,238.72,147.28,5.0,30.28,1.19,8.23,2.32
2025-01-02 00:01:00,251.59,149.32,7.32,31.36,0.0,0.0,4.19
2025-01-02 00:02:00,252.26,145.35,10.37,38.29,13.06,0.0,11.44
2025-01-02 00:03:00,217.58,139.44,5.0,17.74,2.44,4.82,0.0
2025-01-02 00:04:00,238.04,146.22,8.25,30.66,8.09,0.0,9.48
2025-01-02 00:05:00,231.54,142.02,8.85,30.04,7.36,0.0,0.0
2025-01-02 00:06:00,243.91,142.51,13.76,37.04,5.34,12.48,0.0
2025-01-02 00:07:00,229.05,146.97,16.08,32.11,0.0,5.28,0.0
2025-01-02 00:08:00,263.98,149.58,15.9,22.25,0.0,6.05,0.0
2025-01-02 00:09:00,261.07,144.71,16.03,33.55,4.18,0.0,0.0
2025-01-02 00:10:00,233.97,145.86,5.0,25.7,0.0,0.0,27.67
2025-01-02 00:11:00,211.85,151.43,11.77,25.88,0.0,0.34,14.98
2025-01-02 00:12:00,273.76,145.59,19.58,37.0,7.3,0.0,0.0
2025-01-02 00:13:00,265.57,155.03,12.28,27.49,0.13,0.0,34.76
2025-01-02 00:14:00,222.71,146.89,5.0,20.72,4.8,0.0,0.0
2025-01-02 00:15:00,256.71,137.58,9.63,22.93,3.3,3.37,0.0
2025-01-02 00:16:00,264.83,147.64,5.0,25.58,9.9,0.0,0.0
2025-01-02 00:17:00,258.95,146.15,13.22,48.83,0.0,3.56,0.0
2025-01-02 00:18:00,273.59,149.78,10.47,27.02,0.0,8.51,42.54
2025-01-02 00:19:00,285.06,147.32,10.84,36.9,3.31,0.26,23.99
2025-01-02 00:20:00,236.02,144.07,5.0,32.76,0.0,4.88,0.0
2025-01-02 00:21:00,269.15,139.73,8.05,33.79,11.14,3.35,12.49
2025-01-02 00:22:00,234.75,143.79,10.25,25.79,11.0,0.0,0.0
2025-01-02 00:23:00,229.28,141.22,9.15,30.32,0.0,0.0,5.12
2025-01-02 00:24:00,250.89,142.3,5.0,27.69,11.0,2.99,33.96
2025-01-02 00:25:00,277.18,146.98,12.45,36.01,14.13,5.95,24.73
2025-01-02 00:26:00,260.89,151.3,5.0,26.62,5.6,5.83,11.61
2025-01-02 00:27:00,272.77,146.2,11.82,38.65,0.0,2.71,0.0
2025-01-02 00:28:00,211.05,139.84,7.7,24.63,0.0,6.27,0.0
2025-01-02 00:29:00,251.54,146.4,16.78,32.32,0.0,0.0,12.1
2025-01-02 00:30:00,236.15,149.41,13.47,22.73,0.0,2.18,0.0
2025-01-02 00:31:00,263.61,142.18,10.57,34.8,4.45,0.0,0.0
2025-01-02 00:32:00,278.15,144.09,5.41,33.6,1.67,6.61,5.19
2025-01-02 00:33:00,265.06,144.68,9.45,19.44,2.39,5.9,23.91
2025-01-02 00:34:00,219.66,141.48,5.0,37.21,0.0,5.63,0.0
2025-01-02 00:35:00,264.45,147.22,8.46,28.51,8.36,0.0,0.0
2025-01-02 00:36:00,280.61,144.14,13.76,33.27,7.11,8.57,28.85
2025-01-02 00:37:00,226.87,146.3,6.56,25.6,4.76,0.0,0.0
2025-01-02 00:38:00,286.41,141.07,10.67,22.84,2.25,14.6,0.0
2025-01-02 00:39:00,233.88,142.87,6.11,24.0,0.0,7.63,0.0
2025-01-02 00:40:00,294.52,147.51,16.28,29.51,12.61,4.42,15.27
2025-01-02 00:41:00,273.25,143.13,5.0,31.72,9.64,5.94,6.04
2025-01-02 00:42:00,237.58,151.53,5.0,24.8,0.0,8.84,0.0
2025-01-02 00:43:00,243.87,143.03,6.37,17.53,0.0,4.54,0.0
2025-01-02 00:44:00,280.42,145.52,7.72,33.8,0.0,2.3,11.63
2025-01-02 00:45:00,283.33,148.35,7.28,26.0,6.44,0.0,35.63
2025-01-02 00:46:00,268.49,138.95,10.86,28.77,3.75,1.28,38.37
2025-01-02 00:47:00,232.82,137.58,7.78,31.05,4.18,4.42,0.0
2025-01-02 00:48:00,242.02,138.52,8.73,28.67,6.63,5.1,0.0
2025-01-02 00:49:00,206.04,149.67,5.03,22.63,0.0,0.0,0.0
2025-01-02 00:50:00,241.86,142.42,14.31,23.84,0.0,9.56,13.31
2025-01-02 00:51:00,225.83,154.86,12.24,32.0,0.0,2.49,0.0
2025-01-02 00:52:00,267.29,142.37,10.86,40.24,4.32,8.58,0.0
2025-01-02 00:53:00,181.54,145.36,9.42,31.29,0.0,4.31,0.0
2025-01-02 00:54:00,311.09,150.79,13.36,31.71,0.0,11.16,23.28
2025-01-02 00:55:00,249.87,152.65,12.07,38.41,0.0,0.0,0.0
2025-01-02 00:56:00,269.37,152.87,14.26,32.43,0.0,0.0,0.0
2025-01-02 00:57:00,258.59,149.46,11.05,36.78,0.0,7.86,0.0
2025-01-02 00:58:00,240.09,148.72,5.95,27.98,9.97,0.0,0.0
2025-01-02 00:59:00,265.1,146.99,9.65,31.52,0.0,3.06,39.45
2025-01-02 01:00:00,236.33,147.74,13.65,30.72,11.0,4.38,8.86
2025-01-02 01:01:00,256.66,142.42,9.98,46.29,12.98,3.39,0.0
2025-01-02 01:02:00,253.6,141.35,11.63,38.74,6.96,8.46,0.0
2025-01-02 01:03:00,251.76,144.61,15.27,33.08,7.63,0.0,0.0
2025-01-02 01:04:00,257.2,143.94,5.0,26.12,0.0,2.95,11.35
2025-01-02 01:05:00,264.43,142.81,7.05,32.11,10.42,0.68,9.45
2025-01-02 01:06:00,264.62,147.41,7.3,33.3,8.62,4.24,0.0
2025-01-02 01:07:00,203.88,148.45,10.44,20.92,0.0,0.0,7.78
2025-01-02 01:08:00,290.73,144.98,15.1,42.81,4.46,7.92,0.0
2025-01-02 01:09:00,223.82,150.53,9.16,20.95,0.0,0.0,0.0
2025-01-02 01:10:00,235.27,140.06,15.44,28.85,0.0,3.75,0.64
2025-01-02 01:11:00,241.14,143.85,5.0,22.19,0.88,0.0,48.14
2025-01-02 01:12:00,256.45,141.76,18.46,26.07,3.85,0.0,39.05
2025-01-02 01:13:00,212.2,137.16,8.2,26.63,1.57,2.23,0.0
2025-01-02 01:14:00,284.93,144.29,5.0,26.16,6.94,1.18,33.77
2025-01-02 01:15:00,262.59,144.14,5.0,27.1,0.0,0.0,0.0
2025-01-02 01:16:00,238.41,150.68,10.88,23.58,0.0,5.37,0.0
2025-01-02 01:17:00,258.23,147.15,7.82,36.56,12.09,1.29,7.22
2025-01-02 01:18:00,301.85,140.53,5.0,23.54,3.29,4.68,25.97
2025-01-02 01:19:00,217.21,152.04,5.0,26.46,6.27,0.0,0.0
2025-01-02 01:20:00,225.18,149.51,7.05,26.36,0.0,0.0,0.0
2025-01-02 01:21:00,253.42,146.95,8.48,31.66,8.19,2.43,19.31
2025-01-02 01:22:00,255.05,143.72,5.0,32.6,0.0,0.0,27.1
2025-01-02 01:23:00,241.45,140.79,7.08,39.37,6.8,1.29,1.99
2025-01-02 01:24:00,232.72,143.14,5.0,26.47,0.0,3.17,2.12
2025-01-02 01:25:00,273.63,148.98,15.18,26.21,20.32,7.74,0.0
2025-01-02 01:26:00,285.65,152.16,5.2,29.37,0.0,13.52,4.79
2025-01-02 01:27:00,245.72,150.8,5.0,39.93,10.54,0.0,0.0
2025-01-02 01:28:00,254.54,142.67,6.51,31.18,4.4,0.0,34.2
2025-01-02 01:29:00,236.2,140.15,6.14,32.67,1.22,1.37,0.0
2025-01-02 01:30:00,244.69,145.19,5.0,35.59,11.02,8.88,0.0
2025-01-02 01:31:00,255.91,137.55,9.56,28.17,0.0,11.92,25.83
2025-01-02 01:32:00,264.74,145.92,12.82,22.8,9.22,3.87,0.0
2025-01-02 01:33:00,258.26,144.03,8.06,26.52,13.82,4.59,19.44
2025-01-02 01:34:00,229.95,142.76,7.84,30.23,0.0,0.0,0.0
2025-01-02 01:35:00,248.04,138.25,6.49,22.23,6.22,1.85,0.0
2025-01-02 01:36:00,274.94,146.68,5.1,35.41,0.0,8.89,5.58
2025-01-02 01:37:00,211.49,142.49,6.82,29.98,4.87,0.0,0.0
2025-01-02 01:38:00,273.1,139.94,8.87,19.7,15.08,2.05,31.2
2025-01-02 01:39:00,221.61,133.13,8.46,29.05,0.0,5.4,0.0
2025-01-02 01:40:00,212.07,144.51,9.99,29.15,7.65,0.0,0.0
2025-01-02 01:41:00,252.75,151.71,8.36,28.34,0.0,1.35,11.28
2025-01-02 01:42:00,286.92,151.27,8.76,45.26,5.09,0.59,33.91
2025-01-02 01:43:00,308.3,142.8,10.32,29.18,8.17,5.23,43.5
2025-01-02 01:44:00,289.33,142.22,5.0,35.88,11.83,3.27,12.36
2025-01-02 01:45:00,272.98,146.5,14.45,34.72,4.01,0.0,17.23
2025-01-02 01:46:00,280.41,140.63,9.15,31.96,9.55,13.2,36.09
2025-01-02 01:47:00,205.37,145.83,9.16,35.6,0.0,0.0,2.01
2025-01-02 01:48:00,262.88,147.69,14.28,22.42,8.76,3.35,9.7
2025-01-02 01:49:00,272.91,149.53,12.75,30.44,6.98,2.06,0.0
2025-01-02 01:50:00,209.04,144.22,14.61,31.0,0.0,4.69,0.0
2025-01-02 01:51:00,247.18,143.81,8.57,26.26,2.66,8.02,0.0
2025-01-02 01:52:00,259.74,141.11,9.41,31.07,0.45,13.04,0.0
2025-01-02 01:53:00,197.53,141.32,11.66,19.13,0.0,4.65,0.0
2025-01-02 01:54:00,231.86,143.72,14.38,32.33,4.93,11.98,0.0
2025-01-02 01:55:00,246.54,146.09,8.45,23.09,10.69,0.0,25.4
2025-01-02 01:56:00,274.22,148.28,5.0,23.2,9.89,7.27,0.0
2025-01-02 01:57:00,236.6,141.41,8.15,30.71,2.73,9.91,0.0
2025-01-02 01:58:00,241.88,150.59,5.49,29.9,8.22,1.24,0.0
2025-01-02 01:59:00,262.27,143.54,5.0,32.15,9.04,0.5,18.45
2025-01-02 02:00:00,247.86,144.54,12.02,25.7,3.17,0.0,2.47
2025-01-02 02:01:00,229.45,141.64,5.0,24.88,2.51,9.46,0.05
2025-01-02 02:02:00,255.78,134.93,8.47,33.61,5.71,2.76,2.63
2025-01-02 02:03:00,282.26,148.16,15.81,24.62,0.0,0.0,0.0
2025-01-02 02:04:00,268.65,147.57,8.75,26.87,2.14,6.77,4.14
2025-01-02 02:05:00,261.2,143.5,13.2,34.91,3.32,5.56,0.0
2025-01-02 02:06:00,253.26,144.89,15.28,32.55,0.0,0.0,2.73
2025-01-02 02:07:00,244.07,146.69,8.72,25.19,0.0,5.97,0.0
2025-01-02 02:08:00,241.73,138.37,5.0,32.21,9.76,0.0,17.9
2025-01-02 02:09:00,275.83,142.51,10.48,17.5,0.0,3.26,12.18
2025-01-02 02:10:00,238.01,147.8,5.0,31.42,0.0,3.31,10.54
2025-01-02 02:11:00,235.18,139.61,6.74,39.03,0.0,0.0,0.0
2025-01-02 02:12:00,291.12,145.8,7.16,29.68,3.15,5.18,32.64
2025-01-02 02:13:00,243.28,139.2,9.67,29.02,8.27,7.31,9.12
2025-01-02 02:14:00,229.86,146.49,5.95,33.01,0.0,0.0,0.0
2025-01-02 02:15:00,254.63,144.48,5.0,39.49,4.22,5.04,7.45
2025-01-02 02:16:00,244.68,138.16,5.0,28.88,0.0,0.0,0.0
2025-01-02 02:17:00,209.73,149.28,13.83,16.06,0.99,0.0,0.0
2025-01-02 02:18:00,197.36,141.69,9.74,27.49,0.0,0.0,13.85
2025-01-02 02:19:00,267.74,141.38,13.96,19.53,6.87,4.72,5.57
2025-01-02 02:20:00,220.86,145.43,8.34,32.09,19.07,0.96,0.0
2025-01-02 02:21:00,260.07,149.22,14.72,28.78,6.28,0.0,19.1
2025-01-02 02:22:00,257.64,140.56,5.0,38.88,3.69,0.0,10.32
2025-01-02 02:23:00,235.91,144.87,11.72,24.58,0.45,4.15,0.0
2025-01-02 02:24:00,259.88,146.34,12.4,20.52,18.15,8.22,0.0
2025-01-02 02:25:00,250.2,147.4,6.27,21.71,2.01,0.0,12.69
2025-01-02 02:26:00,255.48,145.33,16.03,25.61,0.0,0.0,0.0
2025-01-02 02:27:00,242.34,143.16,8.06,24.78,5.89,0.0,3.01
2025-01-02 02:28:00,214.51,141.31,5.0,24.85,7.89,4.29,0.0
2025-01-02 02:29:00,295.41,144.97,17.01,41.8,10.49,8.72,24.13
2025-01-02 02:30:00,231.51,140.34,15.65,28.8,0.0,4.03,8.54
2025-01-02 02:31:00,208.96,132.94,11.02,33.38,0.0,0.0,5.24
2025-01-02 02:32:00,295.01,146.37,12.46,34.26,5.13,0.0,31.26
2025-01-02 02:33:00,208.88,148.24,7.24,20.44,0.0,0.0,0.0
2025-01-02 02:34:00,283.06,135.17,12.17,26.99,3.77,5.17,24.8
2025-01-02 02:35:00,224.65,140.58,10.15,21.02,9.81,5.63,0.0
2025-01-02 02:36:00,256.73,147.1,6.67,22.61,0.0,4.82,15.64
2025-01-02 02:37:00,222.81,152.85,10.12,38.83,1.23,6.89,7.09
2025-01-02 02:38:00,210.93,144.71,13.75,23.66,0.0,12.09,0.0
2025-01-02 02:39:00,286.33,141.71,14.8,20.18,13.32,3.44,0.0
2025-01-02 02:40:00,238.27,143.89,5.0,47.34,12.87,6.61,0.0
2025-01-02 02:41:00,238.86,150.12,5.4,27.1,0.0,5.51,0.0
2025-01-02 02:42:00,226.81,142.04,5.0,25.16,4.64,0.0,0.0
2025-01-02 02:43:00,214.54,141.43,11.38,25.33,6.07,2.84,0.0
2025-01-02 02:44:00,261.37,142.69,5.0,20.61,5.3,8.35,15.36
2025-01-02 02:45:00,198.43,140.81,6.27,40.02,2.71,0.56,0.0
2025-01-02 02:46:00,239.41,145.11,9.6,26.32,7.89,0.49,26.61
2025-01-02 02:47:00,270.56,151.12,5.0,29.72,1.65,5.11,5.39
2025-01-02 02:48:00,254.5,145.92,10.88,33.63,8.33,3.72,15.06
2025-01-02 02:49:00,268.19,143.61,11.43,23.04,7.04,2.82,20.58
2025-01-02 02:50:00,228.68,143.46,5.0,28.84,0.74,0.0,17.36
2025-01-02 02:51:00,208.78,138.37,8.45,35.26,4.71,0.0,6.98
2025-01-02 02:52:00,245.78,148.16,8.22,34.19,8.94,5.84,0.0
2025-01-02 02:53:00,259.76,144.31,5.0,17.42,8.56,1.98,17.65
2025-01-02 02:54:00,265.77,143.9,5.0,8.63,9.41,0.0,20.55
2025-01-02 02:55:00,244.44,157.4,5.0,24.52,7.39,0.0,4.81
2025-01-02 02:56:00,250.49,145.82,5.0,31.25,0.0,5.13,7.32
2025-01-02 02:57:00,260.77,141.62,8.68,36.55,0.19,0.0,3.53
2025-01-02 02:58:00,270.46,142.92,5.0,25.36,0.0,9.09,0.0
2025-01-02 02:59:00,239.77,149.22,14.6,34.36,0.0,9.09,0.0
2025-01-02 03:00:00,253.17,145.08,15.17,21.39,3.12,9.84,28.23
2025-01-02 03:01:00,220.56,138.87,7.87,38.28,1.67,6.57,0.0
2025-01-02 03:02:00,249.55,148.3,10.16,31.19,2.6,6.29,0.0
2025-01-02 03:03:00,262.91,141.95,10.43,17.86,0.1,10.66,19.7
2025-01-02 03:04:00,256.59,152.12,15.02,18.81,9.15,0.0,0.0
2025-01-02 03:05:00,247.34,148.94,5.0,29.37,0.4,1.49,0.0
2025-01-02 03:06:00,260.28,142.83,9.6,32.92,9.12,0.0,0.0
2025-01-02 03:07:00,258.66,149.75,10.61,27.34,1.58,0.0,0.0
2025-01-02 03:08:00,222.35,144.9,5.84,41.59,3.28,0.0,0.0
2025-01-02 03:09:00,249.24,148.04,11.04,37.65,13.09,3.61,0.0
2025-01-02 03:10:00,295.17,146.56,7.08,41.49,4.36,14.62,22.65
2025-01-02 03:11:00,315.52,141.24,5.21,37.94,0.0,1.02,47.86
2025-01-02 03:12:00,220.99,142.05,5.0,23.61,0.0,8.59,0.0
2025-01-02 03:13:00,236.58,148.74,5.0,33.87,0.0,20.36,0.0
2025-01-02 03:14:00,264.64,143.28,9.29,35.18,3.93,0.74,0.0
2025-01-02 03:15:00,272.72,143.01,13.49,31.77,7.3,0.0,21.31
2025-01-02 03:16:00,230.8,140.8,16.53,22.25,1.93,6.09,0.0
2025-01-02 03:17:00,255.24,146.32,5.0,27.25,13.8,0.0,0.0
2025-01-02 03:18:00,259.56,152.87,11.78,30.07,9.92,0.0,0.0
2025-01-02 03:19:00,264.82,140.35,5.0,30.04,0.0,15.77,1.35
2025-01-02 03:20:00,219.35,144.72,7.84,27.9,2.11,4.19,0.0
2025-01-02 03:21:00,238.13,150.27,15.74,30.2,0.0,0.0,0.0
2025-01-02 03:22:00,223.35,144.31,8.19,24.03,0.42,7.39,0.0
2025-01-02 03:23:00,207.97,146.43,10.39,22.83,8.35,0.0,0.0
2025-01-02 03:24:00,228.68,140.37,5.0,20.95,0.65,0.0,0.0
2025-01-02 03:25:00,279.21,146.34,7.3,28.69,5.08,6.9,32.88
2025-01-02 03:26:00,253.29,143.88,12.04,26.71,0.29,6.93,0.0
2025-01-02 03:27:00,215.94,148.57,5.0,29.85,0.0,0.0,1.31
2025-01-02 03:28:00,233.88,149.37,5.0,31.34,0.0,0.0,0.0
2025-01-02 03:29:00,257.7,154.98,12.38,31.49,7.9,0.0,5.87
2025-01-02 03:30:00,273.48,146.94,9.41,33.01,1.94,8.6,15.04
2025-01-02 03:31:00,247.92,145.93,13.09,25.84,3.63,8.1,0.0
2025-01-02 03:32:00,244.06,145.4,11.77,29.61,0.47,0.0,9.08
2025-01-02 03:33:00,267.48,143.21,13.76,32.08,0.46,0.0,12.0
2025-01-02 03:34:00,227.38,145.98,11.98,21.92,0.84,0.0,0.0
2025-01-02 03:35:00,232.69,143.44,5.0,23.93,3.55,0.0,0.0
2025-01-02 03:36:00,266.78,145.3,6.51,27.45,0.0,2.38,25.95
2025-01-02 03:37:00,252.26,149.89,5.0,44.16,0.0,1.58,16.54
2025-01-02 03:38:00,209.97,140.6,13.52,31.29,0.0,0.0,0.0
2025-01-02 03:39:00,229.8,149.18,13.26,16.83,1.11,0.0,9.34
2025-01-02 03:40:00,265.26,149.89,10.39,29.29,1.64,8.54,4.74
2025-01-02 03:41:00,216.51,144.15,5.0,37.93,0.0,11.95,0.0
2025-01-02 03:42:00,238.43,136.14,7.6,26.09,0.0,2.91,0.65
2025-01-02 03:43:00,234.94,142.19,9.46,23.86,3.16,0.02,0.0
2025-01-02 03:44:00,237.33,149.81,9.48,27.95,3.39,10.52,0.0
2025-01-02 03:45:00,241.05,144.53,5.0,35.88,2.89,0.0,1.96
2025-01-02 03:46:00,253.99,140.63,13.1,22.74,0.4,3.06,13.55
2025-01-02 03:47:00,286.72,142.6,10.16,33.0,5.56,10.08,35.43
2025-01-02 03:48:00,228.2,147.99,5.95,36.47,4.93,0.0,20.33
2025-01-02 03:49:00,260.26,146.81,12.57,28.77,5.98,0.0,30.5
2025-01-02 03:50:00,196.75,143.67,6.63,32.83,0.19,6.74,0.0
2025-01-02 03:51:00,264.57,143.16,9.39,28.03,5.68,11.04,17.78
2025-01-02 03:52:00,247.9,143.06,9.99,27.33,8.35,0.12,0.0
2025-01-02 03:53:00,246.01,140.93,5.18,31.55,0.0,0.0,0.0
2025-01-02 03:54:00,243.92,151.09,5.0,37.02,0.0,3.63,0.0
2025-01-02 03:55:00,294.14,143.33,5.0,38.43,7.07,0.0,29.22
2025-01-02 03:56:00,214.52,149.49,15.95,29.04,0.0,7.76,0.0
2025-01-02 03:57:00,223.05,150.71,6.01,25.82,2.8,0.0,0.0
2025-01-02 03:58:00,255.5,148.62,5.0,33.08,0.0,3.75,24.82
2025-01-02 03:59:00,256.54,142.9,13.22,31.68,0.0,15.09,6.67
2025-01-02 04:00:00,226.58,146.24,5.0,30.59,2.2,0.0,18.83
2025-01-02 04:01:00,212.14,144.53,11.9,23.98,5.56,0.0,4.25
2025-01-02 04:02:00,221.5,141.01,11.85,27.55,0.0,0.0,0.0
2025-01-02 04:03:00,296.86,145.92,5.0,39.5,0.03,12.65,0.0
2025-01-02 04:04:00,216.88,139.91,11.38,20.7,0.0,0.0,0.0
2025-01-02 04:05:00,237.4,149.37,6.8,23.62,14.02,0.0,4.19
2025-01-02 04:06:00,285.94,142.77,8.29,33.42,0.0,0.0,32.23
2025-01-02 04:07:00,262.08,145.43,10.46,28.62,8.86,4.12,0.0
2025-01-02 04:08:00,293.44,145.76,10.19,36.91,5.51,2.75,16.82
2025-01-02 04:09:00,299.11,143.59,9.31,26.9,0.0,0.31,2.13
2025-01-02 04:10:00,284.02,146.97,9.2,40.09,0.0,4.53,13.39
2025-01-02 04:11:00,231.26,142.72,8.38,19.81,0.0,0.0,0.0
2025-01-02 04:12:00,227.12,148.11,7.31,21.03,0.67,0.0,26.43
2025-01-02 04:13:00,227.66,139.24,7.23,28.56,9.12,2.24,0.0
2025-01-02 04:14:00,229.48,145.13,8.54,32.06,0.0,6.25,0.0
2025-01-02 04:15:00,287.8,152.38,20.68,37.87,0.0,4.46,22.96
2025-01-02 04:16:00,226.99,140.62,5.65,31.5,0.81,0.84,0.0
2025-01-02 04:17:00,232.44,141.91,8.97,22.91,5.65,4.24,0.0
2025-01-02 04:18:00,281.73,146.68,5.0,32.55,0.0,10.19,0.0
2025-01-02 04:19:00,221.25,145.34,6.12,28.83,0.0,6.79,0.0
2025-01-02 04:20:00,284.81,146.03,5.0,32.82,12.54,1.07,25.47
2025-01-02 04:21:00,276.0,146.58,5.97,28.06,4.29,0.0,1.26
2025-01-02 04:22:00,260.17,147.16,10.04,31.11,7.8,1.84,0.0
2025-01-02 04:23:00,250.65,149.06,10.7,32.42,0.0,14.52,9.66
2025-01-02 04:24:00,267.7,146.26,11.44,33.16,0.0,0.0,27.34
2025-01-02 04:25:00,243.12,143.66,11.52,27.46,1.5,6.53,0.0
2025-01-02 04:26:00,218.28,147.31,5.0,24.25,11.64,0.5,2.38
2025-01-02 04:27:00,239.65,152.22,9.06,22.92,0.0,5.84,0.0
2025-01-02 04:28:00,262.99,144.09,8.33,20.37,6.85,2.62,13.19
2025-01-02 04:29:00,249.19,140.73,5.0,39.69,0.0,7.17,0.0
2025-01-02 04:30:00,263.54,149.05,7.02,24.26,6.07,0.0,11.59
2025-01-02 04:31:00,261.2,144.14,5.0,40.5,0.0,12.87,0.0
2025-01-02 04:32:00,279.49,135.93,14.48,31.15,0.0,0.0,37.23
2025-01-02 04:33:00,278.82,148.01,7.05,28.33,11.04,0.0,0.86
2025-01-02 04:34:00,253.17,142.48,10.3,22.36,4.2,7.82,21.3
2025-01-02 04:35:00,244.76,144.26,5.0,24.21,0.0,0.0,0.0
2025-01-02 04:36:00,250.37,145.95,5.91,38.82,0.0,0.0,0.0
2025-01-02 04:37:00,248.06,145.39,5.0,33.69,0.0,15.55,3.31
2025-01-02 04:38:00,271.97,147.46,5.0,33.95,0.0,9.02,6.74
2025-01-02 04:39:00,318.91,142.88,11.09,22.94,21.34,0.9,35.55
2025-01-02 04:40:00,215.97,146.68,5.75,32.2,0.0,0.0,0.0
2025-01-02 04:41:00,227.76,143.59,18.27,24.52,7.9,2.8,0.0
2025-01-02 04:42:00,277.66,147.58,12.78,33.71,0.0,2.69,0.0
2025-01-02 04:43:00,245.01,147.09,13.33,25.66,3.86,6.65,6.43
